from_record_id,from_data_source,to_record_id,to_data_source,relationship_role,rel_type,from_date,thru_date
8000462878426801249,OOR,11114103575454364723,OOR,voting_rights 25%,INFLUENCE,2023-10-18,
2649240874962386578,OOR,11114103575454364723,OOR,shareholding 60%,INFLUENCE,2022-05-25,
2649240874962386578,OOR,11114103575454364723,OOR,voting_rights 60%,INFLUENCE,2022-05-25,
206302394134221343,OOR,11116055736536205571,OOR,shareholding 10%,INFLUENCE,2017-09-01,
206302394134221343,OOR,11116055736536205571,OOR,voting_rights 10%,INFLUENCE,2017-09-01,
14289897056727903407,OOR,11116055736536205571,OOR,shareholding 50%,INFLUENCE,2017-09-01,
14289897056727903407,OOR,11116055736536205571,OOR,voting_rights 50%,INFLUENCE,2017-09-01,
3336444966714908604,OOR,11116055736536205571,OOR,shareholding 40%,INFLUENCE,2017-09-01,
3336444966714908604,OOR,11116055736536205571,OOR,voting_rights 40%,INFLUENCE,2017-09-01,
15858455230730088881,OOR,11116055736536205571,OOR,shareholding 20%,INFLUENCE,2017-09-01,2020-01-20
15858455230730088881,OOR,11116055736536205571,OOR,voting_rights 20%,INFLUENCE,2017-09-01,2020-01-20
10715496215396705732,OOR,11116055736536205571,OOR,shareholding 100%,INFLUENCE,2023-05-01,
10715496215396705732,OOR,11116055736536205571,OOR,voting_rights 100%,INFLUENCE,2023-05-01,
16710703760422008631,OOR,11116055736536205571,OOR,shareholding 100%,INFLUENCE,2023-05-01,
16710703760422008631,OOR,11116055736536205571,OOR,voting_rights 100%,INFLUENCE,2023-05-01,
8640962665019420594,OOR,11211948488926000995,OOR,shareholding 100%,INFLUENCE,2017-10-23,
8640962665019420594,OOR,11211948488926000995,OOR,voting_rights 100%,INFLUENCE,2017-10-23,
1080901836498152949,OOR,11219252361191376309,OOR,shareholding 25% 50%,INFLUENCE,2019-04-10,2020-05-22
1080901836498152949,OOR,11219252361191376309,OOR,voting_rights 25% 50%,INFLUENCE,2019-04-10,2020-05-22
11420610691467360731,OOR,11219252361191376309,OOR,shareholding 25% 50%,INFLUENCE,2019-04-10,2020-05-22
11420610691467360731,OOR,11219252361191376309,OOR,voting_rights 25% 50%,INFLUENCE,2019-04-10,2020-05-22
619906845403558735,OOR,11219252361191376309,OOR,shareholding 25% 50%,INFLUENCE,2019-04-10,2020-05-22
619906845403558735,OOR,11219252361191376309,OOR,voting_rights 25% 50%,INFLUENCE,2019-04-10,2020-05-22
18290677368069259165,OOR,11219252361191376309,OOR,other_influence_or_control,INFLUENCE,2019-08-02,2020-05-22
1281397035527615147,OOR,11219252361191376309,OOR,shareholding 75% 100%,INFLUENCE,2020-05-22,
1281397035527615147,OOR,11219252361191376309,OOR,voting_rights 75% 100%,INFLUENCE,2020-05-22,
1281397035527615147,OOR,11219252361191376309,OOR,appointment_of_board,INFLUENCE,2020-05-22,
10442160967680700142,OOR,11243344537198272424,OOR,voting_rights 25% 50%,INFLUENCE,2019-03-04,
4397766271173161830,OOR,11243344537198272424,OOR,voting_rights 25% 50%,INFLUENCE,2019-03-04,2021-02-08
13428256262385959517,OOR,11243344537198272424,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,11243344537198272424,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
534764373961090963,OOR,11243344537198272424,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
2160651228459565660,OOR,11288053414445869117,OOR,shareholding 75% 100%,INFLUENCE,2020-03-10,
1874577453173338005,OOR,11288053414445869117,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-03-10
696218628132293218,OOR,11288053414445869117,OOR,shareholding 25% 50%,INFLUENCE,2022-06-13,
696218628132293218,OOR,11288053414445869117,OOR,voting_rights 25% 50%,INFLUENCE,2022-06-13,
11162272732225814182,OOR,11288053414445869117,OOR,shareholding 25% 50%,INFLUENCE,2022-06-13,
11162272732225814182,OOR,11288053414445869117,OOR,voting_rights 25% 50%,INFLUENCE,2022-06-13,
11162272732225814182,OOR,11288053414445869117,OOR,appointment_of_board,INFLUENCE,2022-06-13,
1874577453173338005,OOR,11288053414445869117,OOR,shareholding 25% 50%,INFLUENCE,2022-06-13,
1874577453173338005,OOR,11288053414445869117,OOR,voting_rights 25% 50%,INFLUENCE,2022-06-13,
1874577453173338005,OOR,11288053414445869117,OOR,appointment_of_board,INFLUENCE,2022-06-13,
4353799569372263790,OOR,11336917879846660869,OOR,shareholding 25% 50%,INFLUENCE,2020-06-29,
4353799569372263790,OOR,11336917879846660869,OOR,voting_rights 25% 50%,INFLUENCE,2020-06-29,
14278375026190617588,OOR,11336917879846660869,OOR,shareholding 25% 50%,INFLUENCE,2020-06-29,
14278375026190617588,OOR,11336917879846660869,OOR,voting_rights 25% 50%,INFLUENCE,2020-06-29,
14122149152410399134,OOR,11358114435972069552,OOR,other_influence_or_control,INFLUENCE,2016-04-06,
287957459314169360,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
11080898759010500830,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
14539919002816935048,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
14860190858873069604,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
16309910760240424999,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
11447518046995452174,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
3460841525290798642,OOR,11470750397731955876,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
4397766271173161830,OOR,11554187554802244944,OOR,voting_rights 25% 50%,INFLUENCE,2019-03-05,2021-02-08
10442160967680700142,OOR,11554187554802244944,OOR,voting_rights 25% 50%,INFLUENCE,2019-03-05,
13428256262385959517,OOR,11554187554802244944,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,11554187554802244944,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
534764373961090963,OOR,11554187554802244944,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
7148537770457709885,OOR,12299734555208012798,OOR,shareholding 50%,INFLUENCE,2023-07-14,
7148537770457709885,OOR,12299734555208012798,OOR,voting_rights 50%,INFLUENCE,2023-07-14,
12810423772846395580,OOR,12299734555208012798,OOR,shareholding 50%,INFLUENCE,2023-07-14,
12810423772846395580,OOR,12299734555208012798,OOR,voting_rights 50%,INFLUENCE,2023-07-14,
13005778930524170474,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
287957459314169360,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
14539919002816935048,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
11447518046995452174,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
17181306514177266791,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
14860190858873069604,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
3460841525290798642,OOR,12607700260352964257,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
1464128484313490312,OOR,12695509899426318056,OOR,shareholding 25% 50%,INFLUENCE,2020-05-18,
10716162445401606334,OOR,12695509899426318056,OOR,shareholding 25% 50%,INFLUENCE,2020-05-18,
1493520756170812697,OOR,12766010410307727821,OOR,shareholding 25% 50%,INFLUENCE,2018-08-13,2018-08-13
16845748640432210076,OOR,12766010410307727821,OOR,shareholding 25% 50%,INFLUENCE,2018-08-13,2018-08-13
14170996204032741908,OOR,12766010410307727821,OOR,shareholding 75% 100%,INFLUENCE,2018-08-13,
14170996204032741908,OOR,12766010410307727821,OOR,voting_rights 75% 100%,INFLUENCE,2018-08-13,
14170996204032741908,OOR,12766010410307727821,OOR,appointment_of_board,INFLUENCE,2018-08-13,
1278498051529614357,OOR,12783872965508662318,OOR,shareholding 50%,INFLUENCE,2010-06-24,2019-12-19
1278498051529614357,OOR,12783872965508662318,OOR,voting_rights 50%,INFLUENCE,2010-06-24,2019-12-19
8336662960845411280,OOR,12783872965508662318,OOR,shareholding 50%,INFLUENCE,2010-06-24,2019-12-19
8336662960845411280,OOR,12783872965508662318,OOR,voting_rights 50%,INFLUENCE,2010-06-24,2019-12-19
10534369556549149800,OOR,1281397035527615147,OOR,shareholding 25% 50%,INFLUENCE,2020-05-22,
404387165289142805,OOR,1281397035527615147,OOR,shareholding 50% 75%,INFLUENCE,2020-04-29,
404387165289142805,OOR,1281397035527615147,OOR,voting_rights 75% 100%,INFLUENCE,2020-04-29,
404387165289142805,OOR,1281397035527615147,OOR,appointment_of_board,INFLUENCE,2020-04-29,
11080898759010500830,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
287957459314169360,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
14539919002816935048,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
14860190858873069604,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
11447518046995452174,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
17181306514177266791,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
3460841525290798642,OOR,13040990862630514878,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
13856702416542646195,OOR,13477052041761619379,OOR,shareholding 40%,INFLUENCE,2022-05-25,
13856702416542646195,OOR,13477052041761619379,OOR,voting_rights 40%,INFLUENCE,2022-05-25,
11609786242914507636,OOR,13477052041761619379,OOR,shareholding 40%,INFLUENCE,2022-05-25,
11609786242914507636,OOR,13477052041761619379,OOR,voting_rights 40%,INFLUENCE,2022-05-25,
11396381015473255022,OOR,13477052041761619379,OOR,shareholding 80%,INFLUENCE,2022-05-25,
11396381015473255022,OOR,13477052041761619379,OOR,voting_rights 80%,INFLUENCE,2022-05-25,
16267544270129485655,OOR,13784268692833158197,OOR,shareholding 25% 50%,INFLUENCE,2016-07-30,
11885482106444836228,OOR,13784268692833158197,OOR,shareholding 25% 50%,INFLUENCE,2016-07-30,
8511257316605683806,OOR,13784268692833158197,OOR,shareholding 25% 50%,INFLUENCE,2016-07-30,
7335746805784104992,OOR,1384246610727860852,OOR,shareholding 75% 100%,INFLUENCE,2018-07-18,
5927522753545014068,OOR,13924194491566526048,OOR,shareholding 25% 50%,INFLUENCE,2016-04-06,
5927522753545014068,OOR,13924194491566526048,OOR,voting_rights 25% 50%,INFLUENCE,2016-04-06,
377764348982271554,OOR,13924194491566526048,OOR,shareholding 25% 50%,INFLUENCE,2016-04-06,
377764348982271554,OOR,13924194491566526048,OOR,voting_rights 25% 50%,INFLUENCE,2016-04-06,
16992637144895300986,OOR,14000555016939170387,OOR,shareholding 75% 100%,INFLUENCE,2016-04-06,
16992637144895300986,OOR,14000555016939170387,OOR,voting_rights 75% 100%,INFLUENCE,2016-04-06,
16992637144895300986,OOR,14000555016939170387,OOR,appointment_of_board,INFLUENCE,2016-04-06,
17207853441353212969,OOR,14018805654708720031,OOR,shareholding 75% 100%,INFLUENCE,2019-03-21,
17207853441353212969,OOR,14018805654708720031,OOR,voting_rights 75% 100%,INFLUENCE,2019-03-21,
17207853441353212969,OOR,14018805654708720031,OOR,appointment_of_board,INFLUENCE,2019-03-21,
14297103561838494627,OOR,14170996204032741908,OOR,shareholding 75% 100%,INFLUENCE,2023-05-31,
14297103561838494627,OOR,14170996204032741908,OOR,voting_rights 75% 100%,INFLUENCE,2023-05-31,
14297103561838494627,OOR,14170996204032741908,OOR,appointment_of_board,INFLUENCE,2023-05-31,
16845748640432210076,OOR,14170996204032741908,OOR,shareholding 25% 50%,INFLUENCE,2018-08-08,2023-05-31
16845748640432210076,OOR,14170996204032741908,OOR,voting_rights 25% 50%,INFLUENCE,2018-08-08,2023-05-31
1493520756170812697,OOR,14170996204032741908,OOR,shareholding 25% 50%,INFLUENCE,2018-08-08,2023-05-31
1493520756170812697,OOR,14170996204032741908,OOR,voting_rights 25% 50%,INFLUENCE,2018-08-08,2023-05-31
9280263866238154959,OOR,14175668782430466304,OOR,shareholding 75% 100%,INFLUENCE,2016-04-06,
9280263866238154959,OOR,14175668782430466304,OOR,voting_rights 75% 100%,INFLUENCE,2016-04-06,
9280263866238154959,OOR,14175668782430466304,OOR,appointment_of_board,INFLUENCE,2016-04-06,
13856702416542646195,OOR,14238886196948912695,OOR,shareholding 100%,INFLUENCE,2022-05-23,2023-05-30
13856702416542646195,OOR,14238886196948912695,OOR,voting_rights 100%,INFLUENCE,2022-05-23,2023-05-30
11396381015473255022,OOR,14238886196948912695,OOR,shareholding 100%,INFLUENCE,2023-05-30,
11396381015473255022,OOR,14238886196948912695,OOR,voting_rights 100%,INFLUENCE,2023-05-30,
2649240874962386578,OOR,14266506924237886681,OOR,shareholding 50%,INFLUENCE,2023-03-01,2024-01-11
2649240874962386578,OOR,14266506924237886681,OOR,voting_rights 50%,INFLUENCE,2023-03-01,2024-01-11
17472277213181749768,OOR,14290566430814122559,OOR,shareholding 25% 50%,INFLUENCE,2020-04-09,2020-06-24
17472277213181749768,OOR,14290566430814122559,OOR,voting_rights 25% 50%,INFLUENCE,2020-04-09,2020-06-24
17472277213181749768,OOR,14290566430814122559,OOR,appointment_of_board,INFLUENCE,2020-04-09,2020-06-24
11906858520895268149,OOR,14290566430814122559,OOR,shareholding 25% 50%,INFLUENCE,2020-04-09,2020-06-24
11906858520895268149,OOR,14290566430814122559,OOR,voting_rights 25% 50%,INFLUENCE,2020-04-09,2020-06-24
11906858520895268149,OOR,14290566430814122559,OOR,appointment_of_board,INFLUENCE,2020-04-09,2020-06-24
697245923305352330,OOR,14290566430814122559,OOR,shareholding 75% 100%,INFLUENCE,2020-06-24,
12224566364014089332,OOR,14290566430814122559,OOR,shareholding 25% 50%,INFLUENCE,2020-04-09,2020-06-24
12224566364014089332,OOR,14290566430814122559,OOR,voting_rights 25% 50%,INFLUENCE,2020-04-09,2020-06-24
12224566364014089332,OOR,14290566430814122559,OOR,appointment_of_board,INFLUENCE,2020-04-09,2020-06-24
10264459789712927869,OOR,14309735287846416338,OOR,shareholding 30%,INFLUENCE,2019-09-26,
9814013329055336562,OOR,14622071336348343184,OOR,shareholding 75% 100%,INFLUENCE,2018-12-07,
7118994730152866496,OOR,14622071336348343184,OOR,other_influence_or_control,INFLUENCE,2016-04-06,
1281397035527615147,OOR,14796315460903771217,OOR,shareholding 75% 100%,INFLUENCE,2020-03-18,2022-04-04
1281397035527615147,OOR,14796315460903771217,OOR,voting_rights 75% 100%,INFLUENCE,2020-03-18,2022-04-04
1281397035527615147,OOR,14796315460903771217,OOR,appointment_of_board,INFLUENCE,2020-03-18,2022-04-04
14588623608731068912,OOR,14938361199615754936,OOR,shareholding 50%,INFLUENCE,2023-06-29,
14588623608731068912,OOR,14938361199615754936,OOR,voting_rights 50%,INFLUENCE,2023-06-29,
11396381015473255022,OOR,14938361199615754936,OOR,shareholding 50%,INFLUENCE,2023-06-29,
11396381015473255022,OOR,14938361199615754936,OOR,voting_rights 50%,INFLUENCE,2023-06-29,
6272887817639008901,OOR,15012855603188484718,OOR,shareholding 25% 50%,INFLUENCE,2018-10-09,
8485324108454079761,OOR,15012855603188484718,OOR,shareholding 50% 75%,INFLUENCE,2018-10-09,
10680481659833914699,OOR,15029235107130143589,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2022-05-13
5146719055056379826,OOR,15029235107130143589,OOR,shareholding 75% 100%,INFLUENCE,2022-05-13,2022-12-15
5146719055056379826,OOR,15029235107130143589,OOR,voting_rights 75% 100%,INFLUENCE,2022-05-13,2022-12-15
5146719055056379826,OOR,15029235107130143589,OOR,appointment_of_board,INFLUENCE,2022-05-13,2022-12-15
8566209714017500522,OOR,15029235107130143589,OOR,shareholding 75% 100%,INFLUENCE,2022-12-15,
8566209714017500522,OOR,15029235107130143589,OOR,voting_rights 75% 100%,INFLUENCE,2022-12-15,
8566209714017500522,OOR,15029235107130143589,OOR,appointment_of_board,INFLUENCE,2022-12-15,
2649240874962386578,OOR,15116490918334517000,OOR,shareholding 60%,INFLUENCE,2020-09-15,
2649240874962386578,OOR,15116490918334517000,OOR,voting_rights 60%,INFLUENCE,2020-09-15,
11080898759010500830,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
287957459314169360,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
14539919002816935048,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
14860190858873069604,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
11447518046995452174,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
17181306514177266791,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
12134085913696145565,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
976479642634792302,OOR,15234090014993766050,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
11300978730214787910,OOR,15684184554560146301,OOR,shareholding 75% 100%,INFLUENCE,2016-04-06,
11300978730214787910,OOR,15684184554560146301,OOR,voting_rights 75% 100%,INFLUENCE,2016-04-06,
11300978730214787910,OOR,15684184554560146301,OOR,appointment_of_board,INFLUENCE,2016-04-06,
11080898759010500830,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
287957459314169360,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
14539919002816935048,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
14860190858873069604,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
17181306514177266791,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
11447518046995452174,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
3460841525290798642,OOR,15720445746138030219,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
10264459789712927869,OOR,15865669946468696718,OOR,shareholding 30%,INFLUENCE,2019-09-26,
8236047820630372084,OOR,15872919079000141033,OOR,shareholding 25% 50%,INFLUENCE,2016-08-01,
8762382002669702320,OOR,15872919079000141033,OOR,shareholding 25% 50%,INFLUENCE,2018-10-23,
1278498051529614357,OOR,16265561371074939590,OOR,shareholding 50%,INFLUENCE,2010-06-30,
1278498051529614357,OOR,16265561371074939590,OOR,voting_rights 50%,INFLUENCE,2010-06-30,
8336662960845411280,OOR,16265561371074939590,OOR,shareholding 5%,INFLUENCE,2010-06-30,
8336662960845411280,OOR,16265561371074939590,OOR,voting_rights 5%,INFLUENCE,2010-06-30,
953272446376371596,OOR,16265561371074939590,OOR,shareholding 15%,INFLUENCE,2019-12-19,
953272446376371596,OOR,16265561371074939590,OOR,voting_rights 15%,INFLUENCE,2019-12-19,
5070572028120081385,OOR,16265561371074939590,OOR,shareholding 15%,INFLUENCE,2019-12-19,
5070572028120081385,OOR,16265561371074939590,OOR,voting_rights 15%,INFLUENCE,2019-12-19,
5508160201904175094,OOR,16265561371074939590,OOR,shareholding 15%,INFLUENCE,2019-12-19,
5508160201904175094,OOR,16265561371074939590,OOR,voting_rights 15%,INFLUENCE,2019-12-19,
11080898759010500830,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
287957459314169360,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
14539919002816935048,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
11447518046995452174,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
17181306514177266791,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
14860190858873069604,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
3460841525290798642,OOR,16549903929061752210,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
2465602672766672427,OOR,1692770648540300189,OOR,shareholding 75% 100%,INFLUENCE,2016-07-27,
2465602672766672427,OOR,1692770648540300189,OOR,voting_rights 75% 100%,INFLUENCE,2016-07-27,
2465602672766672427,OOR,1692770648540300189,OOR,appointment_of_board,INFLUENCE,2016-07-27,
287957459314169360,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
11080898759010500830,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
14539919002816935048,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
14860190858873069604,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
11447518046995452174,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
17181306514177266791,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
3460841525290798642,OOR,17170580400119641029,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
11447518046995452174,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
14860190858873069604,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2020-04-28
17181306514177266791,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2016-04-06,2019-04-01
11080898759010500830,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2020-04-14,2021-02-08
287957459314169360,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2020-04-14,
14539919002816935048,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2021-03-22,
11318760569640528037,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2022-06-01,2022-12-08
3460841525290798642,OOR,17198815995802206034,OOR,other_influence_or_control,INFLUENCE,2023-09-01,
