record_id,data_source,primary_name,aliases,registration_date,registration_countries,dissolution_date,address,address_country,national_id_number,national_id_type,risk_topics,url,statement_date
12657622214214383986,OPEN-OWNERSHIP,Ejendomsselskabet Gotland A/S,,2010-06-30,DK,,"Gotlandsvej 5, Svendborg, 5700",DK,33050437,DK-CVR,,https://opencorporates.com/companies/dk/33050437,2023-06-20
12657622214214383986,OPEN-OWNERSHIP,Ejendomsselskabet Gotland A/S,,2010-06-30,DK,,"Gotlandsvej 5, Svendborg, 5700",DK,33050437,DK-CVR,,https://opencorporates.com/companies/dk/33050437,2023-06-20
12695509899426318056,OPEN-OWNERSHIP,HIPFLASK U.K. LTD,,2020-05-18,GB,2022-10-25,"35 Bowery Apartments Fountain Park Way, London, W12 7HZ",GB,12606961,GB-COH,,https://opencorporates.com/companies/gb/12606961,2023-06-18
12766010410307727821,OPEN-OWNERSHIP,GREENLIGHT TRAINING LIMITED,,2018-08-13,GB,,"Bergstrand House Parkwood Close, Roborough, Plymouth, Devon, PL6 7SG",GB,11513708,GB-COH,,https://opencorporates.com/companies/gb/11513708,2023-06-18
12783872965508662318,OPEN-OWNERSHIP,BRDR. KURT HANSEN HOLDING ApS,,2010-06-24,DK,2019-12-19,"Gotlandsvej 5, Svendborg, 5700",DK,33042701,DK-CVR,,https://opencorporates.com/companies/dk/33042701,2023-06-20
12783872965508662318,OPEN-OWNERSHIP,BRDR. KURT HANSEN HOLDING ApS,,2010-06-24,DK,2019-12-19,"Gotlandsvej 5, Svendborg, 5700",DK,33042701,DK-CVR,,https://opencorporates.com/companies/dk/33042701,2023-06-20
1281397035527615147,OPEN-OWNERSHIP,Gold Wynn Uk Holdings Limited,,2020-03-18,GB,,"C/O Fladgate Llp, 16 Great Queen Street, London, WC2B 5DG",GB,12524623,GB-COH,,https://opencorporates.com/companies/gb/12524623,2023-06-18
13040990862630514878,OPEN-OWNERSHIP,POSTCODE SOCIETY TRUST,,2014-05-29,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC478727,GB-COH,,https://opencorporates.com/companies/gb/SC478727,2023-06-18
13340259158877779336,OPEN-OWNERSHIP,Future Arc Ventures Limited,,2019-08-20,GB,,"3a, Cologne Road, London, SW11 2AH",GB,12165812,GB-COH,,https://opencorporates.com/companies/gb/12165812,2023-06-18
13340259158877779336,OPEN-OWNERSHIP,Future Arc Ventures Limited,,2019-08-20,GB,,"3a, Cologne Road, London, SW11 2AH",GB,12165812,GB-COH,,https://opencorporates.com/companies/gb/12165812,2023-06-18
13477052041761619379,OPEN-OWNERSHIP,Le Krib ApS,,2022-05-25,DK,,"Grønningen 3, kl, Aarhus C, 8000",DK,43288377,DK-CVR,,https://opencorporates.com/companies/dk/43288377,2023-06-21
13533723485716969686,OPEN-OWNERSHIP,Sofie Hougaard Invest ApS,,2017-10-23,DK,,"Ceres Allé 7, 10, Aarhus C, 8000",DK,39081539,DK-CVR,,https://opencorporates.com/companies/dk/39081539,2023-06-21
13591749613984164189,OPEN-OWNERSHIP,Tmf Trustee Limited,,1999-07-21,GB,,"5th Floor, 6 St Andrew Street, London, EC4A 3AE",GB,03814168,GB-COH,,https://opencorporates.com/companies/gb/03814168,2023-06-18
13784268692833158197,OPEN-OWNERSHIP,RMLM ASSOCIATES LTD,,2015-07-31,GB,,"111 Union House New Union Street, Coventry, CV1 2NT",GB,09713217,GB-COH,,https://opencorporates.com/companies/gb/09713217,2023-06-18
1384246610727860852,OPEN-OWNERSHIP,SBE U.K. LIMITED,,2018-07-18,GB,,"35 Bowery Apartments, Fountain Park Way, London, W12 7HZ",GB,11469719,GB-COH,,https://opencorporates.com/companies/gb/11469719,2023-06-18
13924194491566526048,OPEN-OWNERSHIP,WRIGHT PUBLISHING LIMITED,,2009-07-22,GB,,"C/O Azets Wynyard Park House, Wynyard Avenue, Wynyard, TS22 5TB",GB,06969046,GB-COH,,https://opencorporates.com/companies/gb/06969046,2023-06-18
14000555016939170387,OPEN-OWNERSHIP,AIRCRAFT CAPITAL LEASING A LIMITED,,1945-09-04,GB,,"C/O Tmf Group 8th Floor, 20 Farringdon Street, London, EC4A 4AB",GB,00398309,GB-COH,,https://opencorporates.com/companies/gb/00398309,2023-06-18
14018805654708720031,OPEN-OWNERSHIP,WELLHANCIA HEALTH CARE LTD,,2019-03-21,GB,2020-12-08,"31 Quernmore Close, Bromley, BR1 4EL",GB,11896001,GB-COH,,https://opencorporates.com/companies/gb/11896001,2023-06-18
14170996204032741908,OPEN-OWNERSHIP,Greenlight Group Limited,,2018-08-08,GB,,"Bergstrand House, Parkwood Close, Roborough, Plymouth, PL6 7SG",GB,11506498,GB-COH,,https://opencorporates.com/companies/gb/11506498,2023-06-18
14175668782430466304,OPEN-OWNERSHIP,TMF CORPORATE SERVICES LIMITED,,1999-07-19,GB,2021-11-02,"8th Floor 20 Farringdon Street, London, EC4A 4AB",GB,03809572,GB-COH,,https://opencorporates.com/companies/gb/03809572,2023-06-18
14175668782430466304,OPEN-OWNERSHIP,TMF CORPORATE SERVICES LIMITED,,1999-07-19,GB,2021-11-02,"8th Floor 20 Farringdon Street, London, EC4A 4AB",GB,03809572,GB-COH,,https://opencorporates.com/companies/gb/03809572,2023-06-18
14238886196948912695,OPEN-OWNERSHIP,Victor Nyland Invest ApS,,2022-05-23,DK,,"Thit Jensens Gade 34, 5, Aarhus C, 8000",DK,43282301,DK-CVR,,https://opencorporates.com/companies/dk/43282301,2023-07-22
14266506924237886681,OPEN-OWNERSHIP,DoughBoys I/S,,2022-12-13,DK,2024-01-11,"c/o Victor Nyland Poulsen, Thit Jensens Gade 34, 5, Aarhus C, 8000",DK,43702998,DK-CVR,,https://opencorporates.com/companies/dk/43702998,2024-03-02
14290566430814122559,OPEN-OWNERSHIP,LET WIRRAL LIMITED,,2020-04-09,GB,,"Enterprise House, Old Court House Road, Bromborough, Wirral, CH62 4UE",GB,12552507,GB-COH,,https://opencorporates.com/companies/gb/12552507,2023-06-18
14290566430814122559,OPEN-OWNERSHIP,LET WIRRAL LIMITED,,2020-04-09,GB,,"Enterprise House, Old Court House Road, Bromborough, Wirral, CH62 4UE",GB,12552507,GB-COH,,https://opencorporates.com/companies/gb/12552507,2023-06-18
14309735287846416338,OPEN-OWNERSHIP,JK HANSEN ApS,,2009-12-02,DK,,"Myrehøjvej 11, Svendborg, 5700",DK,32647650,DK-CVR,,https://opencorporates.com/companies/dk/32647650,2024-01-03
14622071336348343184,OPEN-OWNERSHIP,BARLOWS SERVICES LIMITED,,2013-11-08,GB,,"82 St John Street, London, EC1M 4JN",GB,08768452,GB-COH,,https://opencorporates.com/companies/gb/08768452,2023-06-18
14678328844356892749,OPEN-OWNERSHIP,Shiptam Limited,,,IM,,"29-31, Hope Street, Douglas, Isle Of Man, IM1 1AR",IM,,,,,2023-06-18
14796315460903771217,OPEN-OWNERSHIP,GOLD WYNN HEATHROW LIMITED,,2020-03-18,GB,,"C/O Fladgate Llp, 16 Great Queen Street, London, WC2B 5DG",GB,12525066,GB-COH,,https://opencorporates.com/companies/gb/12525066,2023-06-18
14938361199615754936,OPEN-OWNERSHIP,VA Group ApS,,2023-06-29,DK,,"Thit Jensens Gade 34, 5, Aarhus C, 8000",DK,44151928,DK-CVR,,https://opencorporates.com/companies/dk/44151928,2023-07-22
14938361199615754936,OPEN-OWNERSHIP,VA Group ApS,,2023-06-29,DK,,"Thit Jensens Gade 34, 5, Aarhus C, 8000",DK,44151928,DK-CVR,,https://opencorporates.com/companies/dk/44151928,2023-07-22
15012855603188484718,OPEN-OWNERSHIP,EQUIPT GROUP LIMITED,,2018-10-09,GB,2020-12-29,"Limegreen Accountancy, 52 Tottenham Court Road, Greater London, London, W1T 2EH",GB,11612295,GB-COH,,https://opencorporates.com/companies/gb/11612295,2023-06-18
15029235107130143589,OPEN-OWNERSHIP,NUGGET CAPITAL LIMITED,,2011-07-15,GB,,"8th Floor 20 Farringdon Street, London, EC4A 4AB",GB,07706746,GB-COH,,https://opencorporates.com/companies/gb/07706746,2023-06-18
15116490918334517000,OPEN-OWNERSHIP,InkLink ApS,,2020-09-15,DK,,"Regenburgs Plads 1, kl, Aarhus C, 8000",DK,41677333,DK-CVR,,https://opencorporates.com/companies/dk/41677333,2024-03-02
15234090014993766050,OPEN-OWNERSHIP,POSTCODE COMMUNITY TRUST,,2014-03-18,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC472798,GB-COH,,https://opencorporates.com/companies/gb/SC472798,2023-06-18
15252205228273494020,OPEN-OWNERSHIP,Upside Projects Ltd,,2017-08-08,GB,,"3a, Cologne Road, London, SW11 2AH",GB,,,,https://opencorporates.com/companies/gb/10903845,2023-06-18
15252205228273494020,OPEN-OWNERSHIP,Upside Projects Ltd,,2017-08-08,GB,,"3a, Cologne Road, London, SW11 2AH",GB,,,,https://opencorporates.com/companies/gb/10903845,2023-06-18
15552612855683312785,OPEN-OWNERSHIP,Tmf Global Services (Uk) Limited,,1998-05-06,GB,,"8th Floor, 20 Farringdon Street, London, EC4A 4AB",GB,,,,https://opencorporates.com/companies/gb/03561975,2023-06-18
15552612855683312785,OPEN-OWNERSHIP,Tmf Global Services (Uk) Limited,,1998-05-06,GB,,"8th Floor, 20 Farringdon Street, London, EC4A 4AB",GB,,,,https://opencorporates.com/companies/gb/03561975,2023-06-18
15606753101337048836,OPEN-OWNERSHIP,Re-Claim ApS,,2023-07-03,DK,,"Thit Jensens Gade 34, 5, Aarhus C, 8000",DK,44160129,DK-CVR,,https://opencorporates.com/companies/dk/44160129,2023-07-22
15606753101337048836,OPEN-OWNERSHIP,Re-Claim ApS,,2023-07-03,DK,,"Thit Jensens Gade 34, 5, Aarhus C, 8000",DK,44160129,DK-CVR,,https://opencorporates.com/companies/dk/44160129,2023-07-22
15684184554560146301,OPEN-OWNERSHIP,AIRCRAFT 32A-3454 LIMITED,,2010-07-16,GB,,"8th Floor 20 Farringdon Street, London, EC4A 4AB",GB,07317238,GB-COH,,https://opencorporates.com/companies/gb/07317238,2023-06-18
15684184554560146301,OPEN-OWNERSHIP,AIRCRAFT 32A-3454 LIMITED,,2010-07-16,GB,,"8th Floor 20 Farringdon Street, London, EC4A 4AB",GB,07317238,GB-COH,,https://opencorporates.com/companies/gb/07317238,2023-06-18
15720445746138030219,OPEN-OWNERSHIP,POSTCODE ANIMAL TRUST,,2013-03-01,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC443944,GB-COH,,https://opencorporates.com/companies/gb/SC443944,2023-06-18
15865669946468696718,OPEN-OWNERSHIP,"A/S Kurt Hansen, Svendborg",,2018-10-30,DK,,"Gotlandsvej 5, Svendborg, 5700",DK,39981963,DK-CVR,,https://opencorporates.com/companies/dk/39981963,2024-01-03
15872919079000141033,OPEN-OWNERSHIP,BROMSGROVE GUILD LIMITED,,1981-08-12,GB,,"Britannia Court, Moor Street, Worcester, WR1 3DB",GB,01579390,GB-COH,,https://opencorporates.com/companies/gb/01579390,2023-06-18
16088059889372317819,OPEN-OWNERSHIP,Dns Property Limited,,,,,"Bryans Green Farm, Bryans Green, Cutnall Green, Droitwich, Worcestershire, WR9 0ND",,,,,,2023-06-18
16265561371074939590,OPEN-OWNERSHIP,Ejendomsselskabet Gotland A/S,,2010-06-30,DK,,"Gotlandsvej 5, Svendborg, 5700",DK,33050437,DK-CVR,,https://opencorporates.com/companies/dk/33050437,2023-06-20
16265561371074939590,OPEN-OWNERSHIP,Ejendomsselskabet Gotland A/S,,2010-06-30,DK,,"Gotlandsvej 5, Svendborg, 5700",DK,33050437,DK-CVR,,https://opencorporates.com/companies/dk/33050437,2023-06-20
16429164594843205928,OPEN-OWNERSHIP,Shiporama ApS,,2008-06-03,DK,,"Robert Jacobsens Vej 37, 3, København S, 2300",DK,31478936,DK-CVR,,https://opencorporates.com/companies/dk/31478936,2023-06-20
16549903929061752210,OPEN-OWNERSHIP,POSTCODE CHILDREN TRUST,,2014-03-18,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC472799,GB-COH,,https://opencorporates.com/companies/gb/SC472799,2023-06-18
16549903929061752210,OPEN-OWNERSHIP,POSTCODE CHILDREN TRUST,,2014-03-18,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC472799,GB-COH,,https://opencorporates.com/companies/gb/SC472799,2023-06-18
1692770648540300189,OPEN-OWNERSHIP,VIRA INSIGHT EUROPE LIMITED,,2016-07-27,GB,2020-01-28,"C/O Tmf Group 8th Floor, 20 Farringdon Street, London, EC4A 4AB",GB,10299701,GB-COH,,https://opencorporates.com/companies/gb/10299701,2023-06-18
16992637144895300986,OPEN-OWNERSHIP,Aircraft Capital Limited,,1990-04-26,GB,,"C/O Tmf Group, 8th Floor, 20 Farringdon Street, London, EC4A 4AB",GB,,,,https://opencorporates.com/companies/gb/02496522,2023-06-18
17050459691505679143,OPEN-OWNERSHIP,WINDPOWERTREE ApS,,2009-12-02,DK,2019-07-03,"Gotlandsvej 5, Svendborg, 5700",DK,32649238,DK-CVR,,https://opencorporates.com/companies/dk/32649238,2023-06-20
17050459691505679143,OPEN-OWNERSHIP,WINDPOWERTREE ApS,,2009-12-02,DK,2019-07-03,"Gotlandsvej 5, Svendborg, 5700",DK,32649238,DK-CVR,,https://opencorporates.com/companies/dk/32649238,2023-06-20
17170580400119641029,OPEN-OWNERSHIP,POSTCODE PLANET TRUST,,2014-04-29,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC476386,GB-COH,,https://opencorporates.com/companies/gb/SC476386,2023-06-18
17170580400119641029,OPEN-OWNERSHIP,POSTCODE PLANET TRUST,,2014-04-29,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC476386,GB-COH,,https://opencorporates.com/companies/gb/SC476386,2023-06-18
17198815995802206034,OPEN-OWNERSHIP,POSTCODE EARTH TRUST,,2015-07-15,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC510917,GB-COH,,https://opencorporates.com/companies/gb/SC510917,2023-06-18
17198815995802206034,OPEN-OWNERSHIP,POSTCODE EARTH TRUST,,2015-07-15,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC510917,GB-COH,,https://opencorporates.com/companies/gb/SC510917,2023-06-18
17271848457789735161,OPEN-OWNERSHIP,ENRC BUSINESS & TECHNOLOGY SERVICES UK LIMITED,,2009-09-14,GB,2022-01-18,"8th Floor 20 Farringdon Street, London, EC4A 4AB",GB,07017645,GB-COH,,https://opencorporates.com/companies/gb/07017645,2023-06-18
17418477717117939804,OPEN-OWNERSHIP,Greenzone Consulting Limited,,,IM,,"Atholl House, 29-31 Hope Street, Douglas, Isle Of Man, IM1 1AR",IM,,,,,2023-06-18
1743676453477955141,OPEN-OWNERSHIP,POSTCODE GLOBAL TRUST,,2013-05-13,GB,,"28 Charlotte Square, Edinburgh, EH2 4ET",GB,SC449876,GB-COH,,https://opencorporates.com/companies/gb/SC449876,2023-06-18
17442604499991911772,OPEN-OWNERSHIP,4u Fresh Produce Limited,,2017-06-02,GB,,"6, Plaxton Bridge Road, Woodmansey, Beverley, HU17 0RT",GB,,,,https://opencorporates.com/companies/gb/10799609,2023-06-18
17596486550522790028,OPEN-OWNERSHIP,Re-Claim ApS,,2023-07-03,DK,,"Janus La Cours Gade 1, st, Aarhus C, 8000",DK,44160129,DK-CVR,,https://opencorporates.com/companies/dk/44160129,2024-03-02
17596486550522790028,OPEN-OWNERSHIP,Re-Claim ApS,,2023-07-03,DK,,"Janus La Cours Gade 1, st, Aarhus C, 8000",DK,44160129,DK-CVR,,https://opencorporates.com/companies/dk/44160129,2024-03-02
17636817563619443689,OPEN-OWNERSHIP,TMF VAT SERVICES LTD,,2005-09-13,GB,,"8th Floor 20 Farringdon Street, London, EC4A 4AB",GB,05562587,GB-COH,,https://opencorporates.com/companies/gb/05562587,2023-06-18
17759055292031741849,OPEN-OWNERSHIP,SALISBURY GROUP LIMITED,,2019-11-20,GB,,"Enterprise House The Courtyard, Old Court House Road, Bromborough, Wirral, CH62 4UE",GB,12323477,GB-COH,,https://opencorporates.com/companies/gb/12323477,2023-06-18
17806324037190038651,OPEN-OWNERSHIP,Victor Nyland Invest ApS,,2022-05-23,DK,,"Janus La Cours Gade 1, st, Aarhus C, 8000",DK,43282301,DK-CVR,,https://opencorporates.com/companies/dk/43282301,2024-03-02
17892212632775799925,OPEN-OWNERSHIP,BARLLOWS SERVICES LTD,,2018-07-19,GB,,"3 Market Parade, 41 East Street, Bromley, BR1 1QN",GB,11472692,GB-COH,,https://opencorporates.com/companies/gb/11472692,2023-06-18
17892212632775799925,OPEN-OWNERSHIP,BARLLOWS SERVICES LTD,,2018-07-19,GB,,"3 Market Parade, 41 East Street, Bromley, BR1 1QN",GB,11472692,GB-COH,,https://opencorporates.com/companies/gb/11472692,2023-06-18
17992572595506317749,OPEN-OWNERSHIP,"A/S Kurt Hansen, Svendborg",,2018-10-30,DK,,"Gotlandsvej 5, Svendborg, 5700",DK,39981963,DK-CVR,,https://opencorporates.com/companies/dk/39981963,2023-06-21
18054426194482640518,OPEN-OWNERSHIP,SALISBURY HOUSE CARE LIMITED,,2020-06-12,GB,,"Enterprise House, Old Court House Road, Bromborough, Wirral, CH62 4UE",GB,12665239,GB-COH,,https://opencorporates.com/companies/gb/12665239,2023-06-18
18054426194482640518,OPEN-OWNERSHIP,SALISBURY HOUSE CARE LIMITED,,2020-06-12,GB,,"Enterprise House, Old Court House Road, Bromborough, Wirral, CH62 4UE",GB,12665239,GB-COH,,https://opencorporates.com/companies/gb/12665239,2023-06-18
18177559536309068576,OPEN-OWNERSHIP,LONDON AESTHETICS AND TRAINING ACADEMY LTD,,2019-12-05,GB,2022-01-18,"76 Highfield Chase, Dewsbury, WF13 4DG",GB,12351000,GB-COH,,https://opencorporates.com/companies/gb/12351000,2023-06-18
1817956027301100807,OPEN-OWNERSHIP,Frandsen 1999 Invest ApS,,,DK,,,,44185458,DK-CVR,,,2023-07-22
1822426208606148070,OPEN-OWNERSHIP,SUMO ENTERTAINMENT ApS,,2020-09-15,DK,,"c/o Victor Nyland Poulsen, Thit Jensens Gade 34, 5, Aarhus C, 8000",DK,41677333,DK-CVR,,https://opencorporates.com/companies/dk/41677333,2023-06-20
18234405239694855321,OPEN-OWNERSHIP,PT Fabrikken ApS,,2020-02-13,DK,,"Abildvej 5, Svendborg, 5700",DK,41162953,DK-CVR,,https://opencorporates.com/companies/dk/41162953,2023-06-20
18282424032862749736,OPEN-OWNERSHIP,InkLink I/S,,2023-06-16,DK,,"c/o Mathilde Thrane Roussau, Thorvaldsensgade 32, 4, Aarhus C, 8000",DK,44121689,DK-CVR,,https://opencorporates.com/companies/dk/44121689,2023-07-22
18291202706706754902,OPEN-OWNERSHIP,Aercap Holdings N.V,,,NL,,"65, St Stephens Green, Dublin 2",NL,,,,https://opencorporates.com/companies/nl/34251954,2023-06-18
